battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
1333,0,1.4,0,3.0,1,59,0.7,183,7,5.0,394.0,1301,3442,18,16.0,5,1,1,0,3
1536,0,0.8,0,12.0,0,13,0.3,105,7,20.0,22.0,1634,2020,6,5.0,16,1,1,0,2
1523,1,1.8,0,6.0,1,11,0.1,129,1,8.0,148.0,1606,707,19,8.0,19,1,1,0,0
1057,1,2.7,0,3.0,1,41,0.1,97,4,10.0,397.0,891,2033,16,9.0,2,1,1,0,1
1092,1,0.5,1,10.0,0,11,0.5,167,3,14.0,468.0,571,737,14,4.0,11,0,1,0,0
555,1,0.5,1,2.0,0,17,0.2,163,5,12.0,956.0,1010,343,19,14.0,3,0,1,1,0
833,1,2.2,0,4.0,0,27,0.9,124,1,6.0,359.0,1395,2150,9,5.0,7,0,1,1,1
1745,0,1.5,1,4.0,1,57,0.1,159,3,16.0,1164.0,1908,2885,13,11.0,5,1,1,1,3
816,0,3.0,1,2.0,0,9,0.1,117,1,3.0,1196.0,1651,3851,10,3.0,14,1,0,1,3
1103,0,1.0,1,6.0,0,29,0.7,111,6,8.0,990.0,1486,1837,8,7.0,16,0,1,1,1
867,1,1.5,0,1.0,1,57,0.1,159,4,6.0,289.0,724,2157,8,6.0,18,1,0,0,1
1732,1,1.1,0,4.0,1,12,0.8,119,8,9.0,824.0,881,1308,16,7.0,11,1,0,1,1
1486,0,2.6,0,7.0,0,52,0.1,85,4,15.0,1430.0,1747,297,13,1.0,15,0,1,0,0
621,1,2.7,1,1.0,0,54,0.1,151,4,20.0,434.0,910,2801,6,1.0,5,1,1,1,2
1619,1,0.9,0,3.0,0,20,0.9,117,6,9.0,813.0,1180,464,7,5.0,16,1,0,1,0
593,0,0.5,0,6.0,0,31,0.4,156,7,7.0,1233.0,1317,1692,6,2.0,7,1,0,0,1
672,0,0.5,0,7.0,1,35,0.1,99,8,17.0,574.0,1267,1403,16,7.0,6,1,0,0,0
652,1,2.4,1,9.0,1,17,0.7,173,5,11.0,77.0,559,1974,12,10.0,12,1,0,0,0
1647,0,1.4,1,3.0,1,38,0.3,102,6,15.0,193.0,1185,2532,16,14.0,15,1,0,1,2
904,1,1.2,1,10.0,1,31,0.8,112,3,11.0,657.0,1014,2814,13,3.0,19,1,0,0,2
535,0,1.9,0,5.0,0,24,0.2,190,8,19.0,398.0,1775,524,9,3.0,4,0,0,0,0
1148,0,2.3,1,11.0,1,58,0.3,170,5,20.0,606.0,688,3127,10,7.0,11,1,0,0,2
1831,1,2.3,0,3.0,1,44,0.2,148,7,14.0,437.0,1113,2460,10,5.0,18,1,0,0,2
1883,1,2.7,1,6.0,1,30,0.5,95,2,10.0,531.0,791,3724,16,15.0,20,1,1,1,3
1038,0,1.2,0,3.0,0,43,0.7,141,1,5.0,4.0,638,3709,11,3.0,12,1,1,1,3
755,1,2.8,0,5.0,1,51,0.3,186,4,12.0,315.0,990,2734,10,1.0,16,1,0,1,2
1824,1,0.8,0,4.0,1,19,0.9,143,2,5.0,1055.0,1738,2381,14,1.0,5,1,0,0,2
586,0,1.4,1,10.0,1,8,0.5,142,8,14.0,116.0,598,3178,9,7.0,10,1,0,1,2
507,1,0.5,1,1.0,0,32,0.5,141,7,11.0,936.0,1398,1702,17,2.0,5,1,1,1,1
1762,0,0.6,0,3.0,1,26,0.1,83,6,14.0,525.0,704,2661,9,7.0,4,1,1,0,2
1569,0,0.5,1,3.0,0,33,0.2,147,1,13.0,519.0,930,3538,18,1.0,15,1,0,1,3
1387,0,0.5,0,5.0,1,61,0.5,98,3,19.0,785.0,1151,629,5,3.0,11,1,1,0,0
1902,0,2.8,1,6.0,0,50,0.8,124,8,9.0,1142.0,1393,343,11,8.0,18,0,1,0,0
1703,1,0.5,0,2.0,1,22,0.6,192,1,13.0,286.0,1235,1046,5,4.0,13,1,0,1,0
1725,0,0.5,1,8.0,1,52,1.0,185,6,12.0,1125.0,1195,1243,19,18.0,5,1,1,1,1
961,1,1.5,1,10.0,0,51,0.3,152,6,16.0,554.0,621,2981,15,6.0,7,1,1,1,2
1552,1,2.2,0,6.0,1,13,0.2,123,6,9.0,269.0,1026,2403,9,2.0,9,1,1,1,2
1188,1,1.5,1,1.0,0,54,0.3,198,6,2.0,1150.0,1469,485,12,7.0,7,0,1,0,0
1911,1,2.0,0,7.0,1,64,0.6,163,8,8.0,1795.0,1958,3872,9,8.0,11,1,1,0,3
1905,0,0.6,1,9.0,1,36,0.4,119,3,20.0,825.0,1542,1287,13,4.0,16,1,0,0,1
1195,1,2.8,0,1.0,1,20,0.8,110,2,14.0,1580.0,1652,504,9,3.0,12,1,1,0,0
1550,1,2.7,0,2.0,0,32,0.1,126,7,5.0,1541.0,1619,1571,12,3.0,14,0,0,0,2
673,1,1.7,1,3.0,1,22,0.1,88,1,5.0,594.0,1088,2050,7,2.0,17,1,1,0,1
922,0,1.5,1,1.0,1,35,0.9,188,7,15.0,1016.0,1383,1165,19,6.0,4,1,1,1,0
1479,1,1.8,1,2.0,1,24,0.1,146,6,12.0,327.0,645,3762,12,10.0,5,1,0,0,3
977,1,1.1,1,2.0,0,57,0.6,181,6,7.0,63.0,566,1206,7,1.0,8,0,1,1,0
1339,1,0.5,1,10.0,1,21,0.5,80,4,11.0,833.0,1441,867,8,3.0,3,1,1,0,0
1544,0,2.3,0,12.0,1,45,0.1,113,8,20.0,236.0,857,1300,8,7.0,18,1,1,0,1
1678,1,2.3,1,11.0,0,7,0.5,192,1,14.0,418.0,1763,574,5,3.0,19,1,0,0,0
1438,0,2.2,0,1.0,1,32,0.6,176,7,6.0,683.0,1663,869,19,13.0,9,1,1,1,0
1550,1,2.5,0,6.0,0,21,0.8,133,2,11.0,268.0,832,2338,16,1.0,15,0,1,0,2
1685,0,0.6,0,14.0,0,16,0.6,137,7,15.0,120.0,1429,881,6,3.0,17,0,1,1,0
1641,0,1.1,0,6.0,0,48,0.7,97,8,7.0,224.0,1994,1695,13,6.0,17,1,0,1,2
1481,1,0.7,1,4.0,1,37,0.6,96,5,13.0,116.0,1533,2945,10,5.0,16,1,1,1,2
1230,1,1.6,0,15.0,1,48,0.7,111,7,2.0,567.5,1963,1622,18,17.0,16,1,1,1,2
1701,1,0.5,0,13.0,1,46,0.9,115,2,15.0,364.0,828,3717,11,1.0,10,1,1,0,3
946,0,2.1,0,1.0,1,19,0.2,154,8,6.0,159.0,630,2104,7,4.0,16,1,1,0,1
1065,1,0.5,0,7.0,1,14,0.7,89,2,2.0,188.0,928,3078,10,1.0,18,1,0,1,2
1538,1,2.3,0,6.0,1,13,0.2,121,7,7.0,567.0,986,1494,18,10.0,12,1,1,1,1
1109,1,2.8,1,6.0,0,57,0.9,151,1,12.0,124.0,833,2785,15,10.0,16,1,0,0,2
1108,1,2.9,0,10.0,0,52,0.1,183,2,12.0,130.0,1706,3264,16,1.0,13,0,1,1,3
1796,1,2.3,0,4.0,0,44,0.9,184,2,11.0,1024.0,1363,3577,17,7.0,4,1,1,0,3
1614,0,1.9,0,8.0,1,55,0.3,188,3,17.0,860.0,1330,3914,17,13.0,13,1,0,0,3
1949,1,1.4,0,7.0,0,57,0.3,145,7,11.0,951.0,1178,356,5,3.0,19,0,0,0,0
1083,1,2.9,1,1.0,1,39,1.0,173,8,2.0,523.0,542,3248,8,6.0,6,1,0,1,2
1661,1,0.8,1,1.0,1,6,1.0,109,7,2.0,594.0,1337,864,9,8.0,2,1,0,1,1
774,1,2.8,0,7.0,1,55,0.9,124,3,18.0,8.0,896,3916,8,1.0,12,1,1,0,3
921,1,2.2,1,12.0,1,10,0.1,170,7,18.0,1272.0,1469,3153,8,2.0,11,1,1,0,3
1332,0,1.3,1,5.0,1,7,0.8,168,7,19.0,846.0,855,2790,19,11.0,10,1,1,0,2
973,1,1.5,0,5.0,1,57,0.2,190,7,16.0,457.0,1816,2977,6,4.0,2,1,0,0,2
1395,0,1.8,1,5.0,0,23,0.1,111,3,1.0,213.0,705,2571,11,1.0,13,1,0,1,2
1403,1,2.5,1,3.0,0,62,0.9,90,4,13.0,217.0,1623,921,14,13.0,18,1,0,0,0
979,0,0.5,1,14.0,1,5,0.5,164,7,2.0,793.0,1670,3449,5,2.0,14,1,0,0,3
1721,1,0.5,1,4.0,1,33,0.5,128,4,5.0,871.0,1048,707,19,2.0,5,1,1,1,0
1232,0,1.2,0,12.0,0,30,0.9,131,6,14.0,625.0,761,1656,8,4.0,15,1,1,1,1
1928,0,2.6,0,5.0,0,5,0.8,162,5,16.0,229.0,1004,696,14,12.0,15,1,1,1,0
584,1,1.7,1,1.0,1,19,0.4,199,4,4.0,919.0,1343,3996,12,9.0,17,1,1,1,3
1335,1,3.0,0,3.0,0,60,0.8,180,2,4.0,83.0,559,3615,5,2.0,9,1,0,0,3
536,1,1.4,0,1.0,1,53,0.7,135,3,3.0,547.0,705,1211,15,10.0,7,1,0,1,0
1528,1,1.8,1,3.0,1,55,0.8,129,5,6.0,454.0,1762,1282,11,9.0,11,1,1,1,1
1262,0,1.8,1,12.0,0,34,0.1,149,5,16.0,223.0,737,3248,13,3.0,4,0,1,1,2
719,0,2.9,0,7.0,0,6,0.7,102,6,8.0,405.0,1141,841,9,1.0,2,1,0,0,0
902,1,0.7,0,3.0,0,3,0.3,134,7,9.0,675.0,1285,3411,12,11.0,15,0,0,1,3
1676,0,1.6,0,2.0,0,37,0.2,145,1,3.0,134.0,1197,2515,14,8.0,4,1,0,1,2
1558,1,2.4,0,8.0,1,27,0.1,146,1,1.0,120.0,1409,3598,9,2.0,12,1,0,1,3
1854,0,0.9,1,10.0,1,33,0.4,195,1,12.0,665.0,718,1675,14,12.0,9,1,0,1,1
1358,0,2.5,1,6.0,0,20,0.6,135,7,11.0,1485.0,1655,3406,5,1.0,11,0,0,1,3
1323,1,2.5,1,10.0,1,28,0.2,131,4,12.0,162.0,619,1892,10,1.0,15,1,1,1,1
544,1,0.5,1,2.0,1,7,0.2,129,5,15.0,227.0,610,1675,13,4.0,17,1,1,0,0
1112,1,0.5,1,1.0,0,53,0.6,121,4,16.0,234.0,739,3655,7,3.0,20,1,1,0,3
1159,1,2.8,0,5.0,1,18,0.5,83,1,7.0,681.0,723,2246,8,1.0,3,1,1,0,1
1201,1,0.5,0,1.0,1,10,0.4,198,6,5.0,1151.0,1723,726,11,4.0,3,1,1,0,0
1777,0,2.2,1,5.0,0,15,0.2,100,4,7.0,553.0,874,1552,10,8.0,10,1,1,0,1
1897,1,1.9,0,2.0,1,54,0.3,154,2,7.0,630.0,738,412,17,11.0,2,1,0,0,0
1175,1,1.3,0,2.0,0,19,0.3,164,7,9.0,873.0,1394,1944,9,4.0,9,1,1,0,1
694,1,1.8,1,15.0,0,36,0.4,193,4,20.0,983.0,1230,3676,12,8.0,5,1,0,1,3
1560,0,2.3,0,4.0,1,22,0.8,169,7,1.0,745.0,1364,1938,15,11.0,16,1,1,1,2
1207,0,0.5,0,10.0,0,58,0.3,112,8,18.0,406.0,681,503,7,3.0,5,1,1,0,0
1541,1,2.8,1,10.0,1,28,0.2,165,5,15.0,796.0,1052,1108,12,1.0,7,1,0,1,1
851,0,2.3,1,7.0,1,54,1.0,101,2,9.0,788.0,1007,1005,12,2.0,14,1,0,1,0
802,0,0.5,1,3.0,0,43,0.6,153,5,6.0,527.0,734,3063,17,13.0,4,0,1,0,2
892,1,0.5,0,10.0,1,47,0.4,94,1,18.0,655.0,1782,1241,12,3.0,9,1,0,1,1
1254,1,2.3,0,4.0,1,44,0.2,149,1,10.0,204.0,1021,3011,7,4.0,12,1,1,0,2
1654,0,1.8,0,1.0,0,11,0.3,146,7,2.0,1184.0,1719,1070,8,1.0,14,1,1,1,1
1046,1,2.8,1,4.0,1,58,0.2,100,8,13.0,259.0,1040,3863,17,12.0,9,1,1,1,3
1790,1,2.3,1,3.0,1,49,0.5,100,3,11.0,396.0,1980,3568,6,2.0,18,1,0,1,3
1607,0,1.1,1,6.0,1,20,1.0,192,2,8.0,776.0,1005,885,11,1.0,14,1,1,0,0
1375,1,1.1,0,3.0,1,9,0.9,145,7,19.0,475.0,726,3869,19,18.0,10,1,1,1,3
1215,0,1.0,0,4.0,0,16,0.1,130,4,8.0,454.0,1473,2632,7,1.0,15,0,0,1,2
1760,0,1.4,1,5.0,0,63,0.8,127,8,19.0,1382.0,1383,2053,19,12.0,16,0,1,0,2
625,0,2.7,1,2.0,0,42,0.8,138,8,3.0,203.0,1771,2929,10,4.0,17,1,0,0,2
1884,0,1.0,1,3.0,0,24,0.5,149,6,4.0,1168.0,1179,1396,15,8.0,9,1,1,1,1
966,1,0.6,0,9.0,1,50,0.2,117,4,10.0,1446.0,1754,2574,10,1.0,5,1,0,1,2
1062,0,0.5,0,3.0,1,39,0.9,124,4,4.0,571.0,817,1345,16,6.0,11,1,0,1,0
1131,1,0.5,1,11.0,0,49,0.6,101,5,18.0,658.0,878,1835,19,13.0,16,1,1,0,1
1512,0,0.6,1,1.0,1,54,0.4,134,3,2.0,220.0,1838,3366,7,3.0,11,1,0,1,3
1968,0,0.9,0,8.0,0,22,0.8,115,3,7.0,861.0,1259,2323,9,8.0,7,0,0,1,2
840,0,1.2,1,5.0,1,15,0.3,178,6,8.0,526.0,1728,2636,12,2.0,6,1,1,0,2
1783,0,2.9,1,2.0,0,42,0.7,104,6,8.0,1081.0,1979,387,14,5.0,3,0,1,0,1
1918,0,2.8,0,1.0,0,22,0.3,139,1,5.0,381.0,1203,1369,9,6.0,6,0,1,1,1
1997,1,1.8,1,1.0,0,40,0.5,185,4,8.0,866.0,1212,1655,7,6.0,15,1,0,0,2
807,0,0.5,0,9.0,0,8,0.3,158,5,20.0,667.0,697,1284,17,13.0,2,0,1,1,0
1692,0,2.3,1,4.0,1,46,0.9,139,1,6.0,674.0,1925,1394,16,10.0,6,1,1,0,1
627,1,1.6,1,3.0,1,12,0.2,131,7,17.0,447.0,819,2476,17,1.0,10,1,0,0,1
999,0,2.6,1,11.0,1,56,1.0,165,4,13.0,342.0,1641,3083,8,4.0,11,1,1,1,2
1166,0,1.5,1,7.0,1,43,0.8,80,4,1.0,205.0,603,3993,7,1.0,7,1,1,0,3
1122,0,1.2,0,9.0,0,2,0.6,120,4,14.0,331.0,790,3291,11,2.0,13,1,1,1,2
1129,1,2.8,1,6.0,0,49,0.5,185,2,2.0,1070.0,1079,1857,8,4.0,5,1,1,1,1
772,0,2.6,1,7.0,0,6,0.1,100,2,10.0,741.0,1471,929,13,6.0,18,0,1,1,0
1564,0,2.3,0,4.0,1,25,0.5,189,6,17.0,1259.0,1965,1496,6,4.0,7,1,1,1,1
1426,1,0.8,0,2.0,1,42,0.6,84,3,10.0,715.0,1163,1356,15,9.0,16,1,0,1,1
1066,0,1.6,0,5.0,0,39,0.6,131,5,17.0,401.0,1586,2728,6,13.0,17,1,1,1,2
1801,0,0.5,1,6.0,0,52,0.9,120,6,10.0,100.0,1708,258,14,8.0,9,1,0,0,0
772,0,1.1,1,12.0,0,39,0.8,81,7,14.0,1314.0,1854,2819,17,15.0,3,1,1,0,3
808,1,0.5,1,3.0,0,46,0.5,105,8,15.0,119.0,529,1082,15,5.0,10,1,0,1,0
1375,0,0.5,1,2.0,1,35,0.1,194,2,3.0,227.0,772,1947,15,13.0,15,1,1,1,1
1224,1,1.8,1,2.0,1,44,0.2,139,2,9.0,622.0,709,621,11,4.0,14,1,1,1,0
1135,1,2.8,1,9.0,0,43,0.4,158,1,11.0,690.0,1589,3204,18,13.0,6,1,0,0,3
1210,0,0.5,0,6.0,0,63,0.1,93,5,15.0,1177.0,1462,2394,17,9.0,7,0,0,0,2
1519,0,2.9,0,2.0,0,30,0.7,112,7,8.0,1122.0,1702,2440,9,5.0,10,1,1,1,2
564,0,1.8,1,7.0,1,51,0.5,168,3,1.0,912.0,1980,1074,14,8.0,15,1,1,0,0
1165,1,2.4,0,11.0,0,41,0.2,178,6,12.0,564.0,831,764,19,12.0,15,1,0,0,0
1242,0,1.1,1,1.0,0,10,0.6,165,2,1.0,459.0,1225,1050,11,1.0,4,1,0,1,0
1231,0,0.7,1,2.0,0,7,0.9,113,1,7.0,43.0,1663,3119,9,4.0,15,1,1,0,3
731,1,0.5,1,1.0,1,28,0.5,130,8,12.0,424.0,1032,1774,12,8.0,10,1,0,0,1
1425,1,0.6,0,4.0,1,33,0.5,89,3,2.0,396.0,1648,3771,10,3.0,9,1,0,1,3
571,0,0.6,0,1.0,1,43,0.5,141,3,8.0,224.0,783,2587,7,5.0,18,1,0,0,1
1615,1,2.8,0,3.0,0,9,0.9,117,1,13.0,542.0,678,2948,8,3.0,3,1,1,0,2
899,1,2.7,0,3.0,1,53,0.3,192,4,11.0,641.0,1638,2870,19,16.0,10,1,0,1,2
1783,1,0.5,0,8.0,0,14,0.6,183,8,11.0,910.0,1566,1816,12,7.0,7,0,0,1,2
712,1,1.6,0,6.0,1,9,0.8,172,2,14.0,881.0,1234,3612,13,5.0,4,1,0,0,3
1654,1,1.5,1,2.0,1,43,0.3,109,2,6.0,546.0,629,3112,12,5.0,10,1,1,0,3
1514,1,1.4,0,3.0,1,12,0.6,138,3,4.0,306.0,538,1037,15,3.0,15,1,0,1,0
1260,0,0.6,0,5.0,1,13,1.0,106,6,6.0,165.0,736,2710,13,1.0,8,1,1,0,2
1583,1,1.6,0,5.0,1,42,0.8,118,3,10.0,275.0,862,3652,14,10.0,9,1,0,0,3
1886,0,0.5,0,2.0,1,24,0.4,112,3,1.0,809.0,1958,1179,16,7.0,20,1,0,1,1
832,1,0.5,0,5.0,1,22,0.6,198,1,8.0,343.0,1431,1666,15,4.0,20,1,1,1,1
538,0,0.8,0,12.0,1,2,0.8,177,7,13.0,235.0,662,417,8,4.0,9,1,0,1,0
809,0,0.8,0,10.0,0,21,0.9,91,7,19.0,1453.0,1726,1274,18,7.0,3,0,0,0,1
1552,0,1.2,0,10.0,1,53,0.3,180,8,18.0,430.0,658,2606,13,6.0,12,1,0,0,2
1640,0,0.5,1,1.0,1,36,0.9,87,8,11.0,664.0,1806,3235,6,1.0,10,1,0,1,3
1128,1,0.5,1,6.0,0,33,0.6,147,8,7.0,938.0,1226,1440,17,15.0,19,1,0,0,1
688,1,2.5,0,9.0,0,40,0.2,109,5,20.0,376.0,1957,1382,12,7.0,8,0,1,0,1
823,0,1.0,1,9.0,1,18,0.2,182,5,16.0,1180.0,1350,3894,13,10.0,9,1,1,0,3
659,0,1.4,1,2.0,1,3,0.1,85,8,6.0,190.0,657,967,10,1.0,14,1,0,1,0
1350,1,0.5,1,3.0,1,50,0.8,181,8,4.0,369.0,544,2287,15,1.0,8,1,1,0,1
1348,0,1.3,0,3.0,0,43,0.4,116,5,6.0,204.0,501,3914,10,3.0,8,1,0,1,3
1101,0,1.8,0,10.0,0,31,0.2,148,2,7.0,387.0,1269,2196,12,6.0,19,0,1,1,1
1720,1,0.7,1,1.0,0,19,0.1,137,2,3.0,409.0,646,1222,13,2.0,7,0,0,0,1
1992,1,1.6,0,5.0,1,57,1.0,100,2,15.0,1552.0,1596,606,9,3.0,4,1,1,1,1
1073,1,0.5,1,1.0,0,51,0.5,145,7,8.0,690.0,804,2908,6,6.0,18,0,1,0,2
706,0,0.5,0,13.0,1,31,0.1,108,3,19.0,543.0,938,2419,8,7.0,4,1,0,1,1
1423,0,0.6,0,12.0,0,44,0.8,131,5,13.0,501.0,640,2253,10,8.0,9,0,0,0,1
1362,1,2.9,0,5.0,0,47,0.5,186,6,4.0,600.0,1042,3629,19,17.0,5,0,1,1,3
1059,0,0.5,1,1.0,0,50,0.7,182,8,1.0,519.0,1545,619,5,3.0,18,0,1,1,0
1307,0,1.8,0,2.0,0,7,0.6,88,7,3.0,897.0,1103,1412,16,9.0,5,0,0,1,1
875,1,0.7,1,1.0,0,30,0.7,146,8,8.0,469.0,853,702,19,15.0,15,1,1,1,0
1273,0,1.0,0,3.0,1,48,0.4,99,4,15.0,490.0,886,1767,18,15.0,11,1,1,0,1
525,0,2.4,1,11.0,0,35,0.8,190,7,20.0,82.0,670,1609,16,11.0,3,0,0,0,0
1768,1,2.0,0,1.0,1,2,0.8,88,7,2.0,1303.0,1814,3256,9,6.0,5,1,1,0,3
1224,0,0.5,0,16.0,1,6,0.4,109,6,18.0,747.0,826,506,10,4.0,11,1,1,1,0
970,1,1.3,1,5.0,0,59,0.2,84,7,19.0,1765.0,1786,3675,12,9.0,12,0,0,0,3
902,1,0.6,1,4.0,0,63,0.7,122,5,14.0,364.0,1360,3654,18,8.0,15,0,1,1,3
1712,1,0.9,1,2.0,0,23,1.0,155,7,19.0,155.0,663,1422,5,3.0,15,1,1,0,1
1524,1,1.8,1,10.0,0,10,0.6,174,4,1.0,154.0,550,2678,16,5.0,13,1,0,1,2
1414,0,2.0,1,2.0,0,54,0.8,99,7,3.0,262.0,829,3799,17,7.0,7,1,0,1,3
781,1,1.3,1,1.0,0,64,0.2,88,2,7.0,368.0,607,3862,17,10.0,9,0,0,0,3
1068,0,1.3,0,6.0,1,52,0.1,97,8,7.0,994.0,1500,1436,16,1.0,15,1,0,0,1
1299,0,2.8,1,2.0,0,60,0.8,187,8,6.0,1333.0,1838,1412,13,1.0,20,0,1,1,1
610,1,1.6,1,9.0,0,52,0.4,90,4,19.0,1039.0,1273,3472,10,4.0,12,1,1,1,3
1058,0,1.5,0,2.0,0,19,0.4,166,4,14.0,493.0,1247,418,9,7.0,16,0,0,1,0
1015,1,0.8,0,5.0,0,12,0.5,102,3,14.0,335.0,679,2293,5,1.0,2,0,1,0,1
1375,1,1.3,1,2.0,0,12,0.1,105,1,13.0,898.0,1687,2890,17,1.0,12,0,0,0,3
894,0,2.1,1,16.0,0,16,0.7,168,8,20.0,286.0,1300,3377,5,1.0,6,1,1,1,2
825,0,0.5,1,5.0,1,23,0.1,86,2,9.0,206.0,1917,3278,8,6.0,2,1,0,1,3
1296,0,1.4,1,3.0,0,11,0.2,129,7,4.0,1222.0,1382,2552,19,8.0,10,1,1,1,2
1337,0,0.5,0,13.0,0,31,0.8,186,2,20.0,48.0,644,2180,7,4.0,16,1,0,1,1
1634,1,1.4,0,1.0,1,17,0.2,200,2,5.0,964.0,1677,3031,11,6.0,6,1,1,1,3
643,1,0.7,1,3.0,1,23,0.8,156,1,9.0,314.0,1400,2096,13,6.0,2,1,0,0,1
1541,1,1.5,1,6.0,1,5,0.5,109,4,10.0,536.0,1656,1795,7,3.0,4,1,1,1,1
504,1,0.5,1,5.0,0,16,0.1,166,1,9.0,767.0,1665,701,17,15.0,15,1,0,1,0
1483,1,2.6,1,13.0,0,19,0.6,146,7,19.0,361.0,1552,1587,9,4.0,19,0,0,0,1
1905,1,0.5,0,3.0,1,6,0.5,151,1,5.0,849.0,898,1545,9,5.0,10,1,1,0,1
1191,0,0.8,0,6.0,1,46,0.8,89,6,9.0,42.0,807,824,19,18.0,7,1,0,0,0
1344,0,1.5,0,1.0,0,14,0.5,190,1,3.0,419.0,556,2074,8,1.0,5,1,1,0,1
1250,1,1.5,0,14.0,1,20,0.4,167,5,18.0,11.0,1020,3314,6,5.0,6,1,1,1,2
715,0,2.3,1,4.0,0,48,0.1,160,4,6.0,21.0,562,3709,14,2.0,10,0,0,0,2
1807,0,2.0,1,2.0,1,13,0.5,155,8,17.0,970.0,974,323,9,3.0,3,1,1,1,0
1137,0,2.2,0,6.0,1,3,0.9,173,5,7.0,1250.0,1285,316,15,14.0,17,1,0,0,0
508,0,0.8,0,7.0,1,42,0.3,94,1,8.0,39.0,557,663,13,12.0,7,1,0,0,0
1588,1,2.5,0,12.0,1,4,0.3,148,5,20.0,146.0,822,2506,5,3.0,11,1,0,0,2
1828,1,2.1,1,16.0,0,17,0.9,199,1,1.0,336.0,898,2280,17,14.0,4,0,0,0,2
1331,0,0.5,0,8.0,0,55,0.9,146,3,15.0,1162.0,1531,1732,6,2.0,11,1,0,1,1
1063,1,1.1,0,1.0,1,26,0.8,101,5,2.0,1208.0,1232,3809,17,16.0,5,1,0,1,3
1589,0,2.5,0,5.0,1,51,0.8,195,1,18.0,810.0,1743,2612,8,2.0,16,1,0,0,2
1054,0,1.1,1,10.0,1,38,0.4,136,6,12.0,1097.0,1222,1675,18,4.0,14,1,1,1,1
984,1,2.2,1,3.0,1,39,0.5,119,8,18.0,56.0,1931,2013,11,7.0,16,1,1,0,1
662,0,0.5,0,5.0,0,20,0.8,138,1,10.0,1001.0,1224,2125,17,15.0,15,0,1,1,1
1523,1,2.4,0,5.0,1,57,0.2,117,2,6.0,247.0,539,3971,18,12.0,10,1,1,1,3
1504,0,1.5,0,12.0,1,34,0.7,142,8,15.0,507.0,973,2806,7,2.0,7,1,0,1,2
919,0,0.5,1,11.0,0,13,0.3,159,1,15.0,275.0,570,1028,8,4.0,17,1,0,0,0
1698,0,2.5,0,10.0,1,26,0.4,105,2,18.0,485.0,1819,1656,5,3.0,17,1,0,1,2
1428,1,1.6,0,12.0,0,7,0.1,153,4,2.0,584.0,983,1808,12,8.0,13,0,1,0,1
1457,0,1.9,1,1.0,1,16,0.3,102,3,10.0,1013.0,1287,1440,17,8.0,12,1,0,1,1
614,0,1.7,1,10.0,1,58,0.2,128,7,2.0,22.0,519,3487,15,6.0,11,1,1,1,2
1653,0,0.5,1,2.0,1,37,0.9,176,4,6.0,447.0,1785,3955,19,4.0,18,1,1,1,3
712,1,0.5,1,3.0,1,35,0.2,84,2,10.0,558.0,1208,2190,16,12.0,4,1,1,1,1
1300,1,0.5,0,5.0,0,62,0.1,156,6,7.0,219.0,1037,874,15,3.0,10,1,1,0,0
999,0,2.9,1,11.0,1,64,0.2,199,4,19.0,1397.0,1616,2593,14,11.0,16,1,1,0,2
614,0,2.9,1,3.0,1,24,0.2,94,4,7.0,409.0,603,1930,13,12.0,4,1,0,1,1
1177,0,0.9,0,1.0,1,29,0.4,191,2,8.0,178.0,882,311,18,5.0,19,1,0,0,0
1871,1,2.0,0,7.0,1,20,0.1,81,7,14.0,88.0,1682,2144,13,12.0,12,1,1,1,2
1168,0,1.3,0,9.0,0,61,0.1,90,8,10.0,159.0,1578,3173,9,4.0,17,0,0,1,3
771,1,0.5,1,3.0,1,33,0.1,157,3,17.0,776.0,1247,920,16,2.0,10,1,1,1,0
1820,1,1.4,0,5.0,0,51,0.9,163,7,10.0,202.0,1884,2481,11,9.0,11,0,0,0,2
503,1,1.8,1,1.0,1,13,0.7,131,1,4.0,1495.0,1688,3117,19,6.0,9,1,0,1,3
1342,0,2.8,0,1.0,0,50,0.1,173,1,8.0,127.0,620,2644,7,2.0,11,0,1,1,2
1156,0,0.5,0,6.0,0,61,0.1,89,7,9.0,1214.0,1262,1796,16,6.0,13,0,1,1,1
846,1,2.6,0,5.0,1,58,0.1,123,4,15.0,1140.0,1983,2248,16,8.0,13,1,0,0,2
601,0,2.1,0,4.0,0,26,0.3,101,4,18.0,509.0,548,918,9,1.0,12,0,0,0,0
1042,0,2.2,0,15.0,1,11,0.6,139,5,16.0,68.0,1018,2826,18,5.0,2,1,0,0,2
725,0,1.3,1,16.0,0,60,0.4,160,8,17.0,1134.0,1249,1326,10,4.0,15,1,0,0,1
1426,1,2.5,0,2.0,1,55,0.4,109,1,7.0,777.0,1032,2562,5,1.0,3,1,0,0,2
1944,1,0.5,0,5.0,1,36,0.1,197,6,18.0,1060.0,1970,584,17,14.0,13,1,1,0,1
757,0,2.3,1,5.0,1,58,0.2,163,4,7.0,535.0,697,3237,19,12.0,9,1,0,1,2
1315,1,2.6,0,7.0,0,64,0.8,128,7,16.0,59.0,575,3278,6,3.0,13,0,0,0,2
